Mod:Item:MetaData, Localized Name
hbm:item.powder_lithium, Lithium Powder
hbm:item.powder_lithium_tiny, Tiny Pile of Lithium Powder
hbm:item.powder_zirconium, Zirconium Powder
hbm:item.powder_sodium, Sodium
hbm:item.powder_lignite, Lignite Powder
hbm:item.powder_iodine, Iodine Powder
hbm:item.powder_thorium, Thorium Powder
hbm:item.powder_neodymium, Neodymium Powder
hbm:item.powder_neodymium_tiny, Tiny Pile of Neodymium Powder
hbm:item.powder_astatine, Astatine Powder
hbm:item.powder_caesium, Caesium Powder
hbm:item.powder_australium, Australium Powder
hbm:item.powder_strontium, Strontium Powder
hbm:item.powder_cobalt, Cobalt Powder
hbm:item.powder_cobalt_tiny, Tiny Pile of Cobalt Powder
hbm:item.powder_bromine, Bromine Powder
hbm:item.powder_niobium, Niobium Powder
hbm:item.powder_niobium_tiny, Tiny Pile of Niobium Powder
hbm:item.powder_tennessine, Tennessine Powder
hbm:item.powder_cerium, Cerium Powder
hbm:item.powder_cerium_tiny, Tiny Pile of Cerium Powder
hbm:item.powder_lanthanium, Lanthanium Powder
hbm:item.powder_lanthanium_tiny, Tiny Pile of Lanthanium Powder
hbm:item.powder_actinium, Actinium Powder
hbm:item.powder_actinium_tiny, Tiny Pile of Actinium Powder
hbm:item.powder_boron, Boron Powder
hbm:item.powder_boron_tiny, Tiny Pile of Boron Powder
hbm:item.powder_asbestos, Asbestos Powder
hbm:item.powder_magic, Pulverized Enchantment
hbm:item.powder_sawdust, Sawdust
hbm:item.powder_flux, Flux
hbm:item.powder_fertilizer, Industrial Fertilizer
hbm:item.powder_balefire, Thermonuclear Ashes
hbm:item.powder_semtex_mix, Semtex Blend
hbm:item.powder_desh_mix, Desh Blend
hbm:item.powder_desh_ready, DeshReady™ Blend
hbm:item.powder_desh, Desh Powder
hbm:item.powder_nitan_mix, Nitanium Blend
hbm:item.powder_spark_mix, Spark Blend
hbm:item.powder_meteorite, Meteorite Powder
hbm:item.powder_meteorite_tiny, Tiny Pile of Meteorite Powder
hbm:item.powder_euphemium, Euphemium Powder
hbm:item.powder_wd2004_tiny, Tiny Pile Of Woodemium-2004-Anti-mass Lattice Powder
hbm:item.powder_wd2004, Woodemium-2004-Anti-mass Lattice Powder
hbm:item.powder_dineutronium, Dineutronium Powder
hbm:item.redstone_depleted, Desaturated Redstone Dust
hbm:item.dust, Dust
hbm:item.dust_tiny, Tiny Pile of Dust
hbm:item.fallout, Pile of Fallout
hbm:item.powder_ash:0, Wood Ash
hbm:item.powder_ash:1, Coal Ash
hbm:item.powder_ash:2, Ash
hbm:item.powder_ash:3, Fly Ash
hbm:item.powder_ash:4, Fine Soot
hbm:item.powder_ash:5, Fullerene
hbm:item.powder_limestone, Limestone Powder
hbm:item.powder_cement, Cement
hbm:item.powder_fire, Red Phosphorus
hbm:item.powder_ice, Cryo Powder
hbm:item.powder_poison, Poison Powder
hbm:item.powder_thermite, Thermite
hbm:item.powder_power, Energy Powder
hbm:item.cordite, Cordite
hbm:item.ammonium_nitrate, Ammonium Nitrate
hbm:item.ballistite, Ballistite
hbm:item.ball_dynamite, Dynamite
hbm:item.ball_tnt, TNT
hbm:item.ball_tatb, TATB
hbm:item.ball_resin, Latex
hbm:item.ball_fireclay, Fireclay
hbm:item.ball_ferric_clay, item.ball_ferric_clay.name
hbm:item.ore_bedrock:0, Iron Bedrock Ore
hbm:item.ore_bedrock:1, Copper Bedrock Ore
hbm:item.ore_bedrock:2, Borax Bedrock Ore
hbm:item.ore_bedrock:3, Asbestos Bedrock Ore
hbm:item.ore_bedrock:4, Niobium Bedrock Ore
hbm:item.ore_bedrock:5, Nickel Bedrock Ore
hbm:item.ore_bedrock:6, Zinc Bedrock Ore
hbm:item.ore_bedrock:7, Titanium Bedrock Ore
hbm:item.ore_bedrock:8, Tungsten Bedrock Ore
hbm:item.ore_bedrock:9, Gold Bedrock Ore
hbm:item.ore_bedrock:10, Bismuth Bedrock Ore
hbm:item.ore_bedrock:11, Cadmium Bedrock Ore
hbm:item.ore_bedrock:12, Uranium Bedrock Ore
hbm:item.ore_bedrock:13, Thorium Bedrock Ore
hbm:item.ore_bedrock:14, Chlorocalcite Bedrock Ore
hbm:item.ore_bedrock:15, Fluorite Bedrock Ore
hbm:item.ore_bedrock:16, Hematite Bedrock Ore
hbm:item.ore_bedrock:17, Malachite Bedrock Ore
hbm:item.ore_bedrock:18, Neodymium Bedrock Ore
hbm:item.bedrock_ore_fragment:600, Coal Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:601, Lignite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1430, Diamond Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2600, Iron Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7900, Gold Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1, Redstone Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:5, Glowstone Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2902, Bauxite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2903, Cryolite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9200, Uranium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9233, Uranium-233 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9235, Uranium-235 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9238, Uranium-238 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9032, Thorium-232 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9400, Plutonium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9439, Plutonium-239 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9337, Neptunium-237 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8410, Polonium-210 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4399, Technetium-99 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8826, Radium-226 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2760, Cobalt-60 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7998, Gold-198 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8209, Lead-209 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:12626, Schrabidium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:12627, Solinium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:12836, Ghiorsium-336 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:13800, Australium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:13895, Tasmanite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:13851, Ayerite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2200, Titanium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2900, Copper Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7400, Tungsten Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1300, Aluminium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8200, Lead Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8300, Bismuth Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3300, Arsenic Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7300, Tantalum Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:6000, Neodymium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4100, Niobium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:400, Beryllium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:401, Emerald Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2700, Cobalt Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:500, Boron Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:501, Borax Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:5700, Lanthanium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4000, Zirconium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1100, Sodium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1101, Sodalite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3800, Strontium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:300, Lithium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1600, Sulfur Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:700, Niter Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:900, Fluorite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1500, Red Phosphorus Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1501, White Phosphorus Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1701, Chlorocalcite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1702, Molysite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8001, Cinnabar Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4800, Cadmium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1400, Silicon Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1401, Asbestos Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1402, Quartz Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2800, Nickel Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3100, Gallium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3000, Zinc Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3500, Bromine Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:5300, Iodine Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7200, Hafnium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:20000, Rare Earth Bedrock Ore Fragment
hbm:item.ore_centrifuged:0, Centrifuged Iron Ore
hbm:item.ore_centrifuged:1, Centrifuged Copper Ore
hbm:item.ore_centrifuged:2, Centrifuged Borax Ore
hbm:item.ore_centrifuged:3, Centrifuged Asbestos Ore
hbm:item.ore_centrifuged:4, Centrifuged Niobium Ore
hbm:item.ore_centrifuged:5, Centrifuged Nickel Ore
hbm:item.ore_centrifuged:6, Centrifuged Zinc Ore
hbm:item.ore_centrifuged:7, Centrifuged Titanium Ore
hbm:item.ore_centrifuged:8, Centrifuged Tungsten Ore
hbm:item.ore_centrifuged:9, Centrifuged Gold Ore
hbm:item.ore_centrifuged:10, Centrifuged Bismuth Ore
hbm:item.ore_centrifuged:11, Centrifuged Cadmium Ore
hbm:item.ore_centrifuged:12, Centrifuged Uranium Ore
hbm:item.ore_centrifuged:13, Centrifuged Thorium Ore
hbm:item.ore_centrifuged:14, Centrifuged Chlorocalcite Ore
hbm:item.ore_centrifuged:15, Centrifuged Fluorite Ore
hbm:item.ore_centrifuged:16, Centrifuged Hematite Ore
hbm:item.ore_centrifuged:17, Centrifuged Malachite Ore
hbm:item.ore_centrifuged:18, Centrifuged Neodymium Ore
hbm:item.ore_cleaned:0, Cleaned Iron Ore
hbm:item.ore_cleaned:1, Cleaned Copper Ore
hbm:item.ore_cleaned:2, Cleaned Borax Ore
hbm:item.ore_cleaned:3, Cleaned Asbestos Ore
hbm:item.ore_cleaned:4, Cleaned Niobium Ore
hbm:item.ore_cleaned:5, Cleaned Nickel Ore
hbm:item.ore_cleaned:6, Cleaned Zinc Ore
hbm:item.ore_cleaned:7, Cleaned Titanium Ore
hbm:item.ore_cleaned:8, Cleaned Tungsten Ore
hbm:item.ore_cleaned:9, Cleaned Gold Ore
hbm:item.ore_cleaned:10, Cleaned Bismuth Ore
hbm:item.ore_cleaned:11, Cleaned Cadmium Ore
hbm:item.ore_cleaned:12, Cleaned Uranium Ore
hbm:item.ore_cleaned:13, Cleaned Thorium Ore
hbm:item.ore_cleaned:14, Cleaned Chlorocalcite Ore
hbm:item.ore_cleaned:15, Cleaned Fluorite Ore
hbm:item.ore_cleaned:16, Cleaned Hematite Ore
hbm:item.ore_cleaned:17, Cleaned Malachite Ore
hbm:item.ore_cleaned:18, Cleaned Neodymium Ore
hbm:item.ore_separated:0, Separated Iron Ore
hbm:item.ore_separated:1, Separated Copper Ore
hbm:item.ore_separated:2, Separated Borax Ore
hbm:item.ore_separated:3, Separated Asbestos Ore
hbm:item.ore_separated:4, Separated Niobium Ore
hbm:item.ore_separated:5, Separated Nickel Ore
hbm:item.ore_separated:6, Separated Zinc Ore
hbm:item.ore_separated:7, Separated Titanium Ore
hbm:item.ore_separated:8, Separated Tungsten Ore
hbm:item.ore_separated:9, Separated Gold Ore
hbm:item.ore_separated:10, Separated Bismuth Ore
hbm:item.ore_separated:11, Separated Cadmium Ore
hbm:item.ore_separated:12, Separated Uranium Ore
hbm:item.ore_separated:13, Separated Thorium Ore
hbm:item.ore_separated:14, Separated Chlorocalcite Ore
hbm:item.ore_separated:15, Separated Fluorite Ore
hbm:item.ore_separated:16, Separated Hematite Ore
hbm:item.ore_separated:17, Separated Malachite Ore
hbm:item.ore_separated:18, Separated Neodymium Ore
hbm:item.ore_purified:0, Purified Iron Ore
hbm:item.ore_purified:1, Purified Copper Ore
hbm:item.ore_purified:2, Purified Borax Ore
hbm:item.ore_purified:3, Purified Asbestos Ore
hbm:item.ore_purified:4, Purified Niobium Ore
hbm:item.ore_purified:5, Purified Nickel Ore
hbm:item.ore_purified:6, Purified Zinc Ore
hbm:item.ore_purified:7, Purified Titanium Ore
hbm:item.ore_purified:8, Purified Tungsten Ore
hbm:item.ore_purified:9, Purified Gold Ore
hbm:item.ore_purified:10, Purified Bismuth Ore
hbm:item.ore_purified:11, Purified Cadmium Ore
hbm:item.ore_purified:12, Purified Uranium Ore
hbm:item.ore_purified:13, Purified Thorium Ore
hbm:item.ore_purified:14, Purified Chlorocalcite Ore
hbm:item.ore_purified:15, Purified Fluorite Ore
hbm:item.ore_purified:16, Purified Hematite Ore
hbm:item.ore_purified:17, Purified Malachite Ore
hbm:item.ore_purified:18, Purified Neodymium Ore
hbm:item.ore_nitrated:0, Nitrated Iron Ore
hbm:item.ore_nitrated:1, Nitrated Copper Ore
hbm:item.ore_nitrated:2, Nitrated Borax Ore
hbm:item.ore_nitrated:3, Nitrated Asbestos Ore
hbm:item.ore_nitrated:4, Nitrated Niobium Ore
hbm:item.ore_nitrated:5, Nitrated Nickel Ore
hbm:item.ore_nitrated:6, Nitrated Zinc Ore
hbm:item.ore_nitrated:7, Nitrated Titanium Ore
hbm:item.ore_nitrated:8, Nitrated Tungsten Ore
hbm:item.ore_nitrated:9, Nitrated Gold Ore
hbm:item.ore_nitrated:10, Nitrated Bismuth Ore
hbm:item.ore_nitrated:11, Nitrated Cadmium Ore
hbm:item.ore_nitrated:12, Nitrated Uranium Ore
hbm:item.ore_nitrated:13, Nitrated Thorium Ore
hbm:item.ore_nitrated:14, Nitrated Chlorocalcite Ore
hbm:item.ore_nitrated:15, Nitrated Fluorite Ore
hbm:item.ore_nitrated:16, Nitrated Hematite Ore
hbm:item.ore_nitrated:17, Nitrated Malachite Ore
hbm:item.ore_nitrated:18, Nitrated Neodymium Ore
hbm:item.ore_nitrocrystalline:0, Nitrocrystalline Iron Ore
hbm:item.ore_nitrocrystalline:1, Nitrocrystalline Copper Ore
hbm:item.ore_nitrocrystalline:2, Nitrocrystalline Borax Ore
hbm:item.ore_nitrocrystalline:3, Nitrocrystalline Asbestos Ore
hbm:item.ore_nitrocrystalline:4, Nitrocrystalline Niobium Ore
hbm:item.ore_nitrocrystalline:5, Nitrocrystalline Nickel Ore
hbm:item.ore_nitrocrystalline:6, Nitrocrystalline Zinc Ore
hbm:item.ore_nitrocrystalline:7, Nitrocrystalline Titanium Ore
hbm:item.ore_nitrocrystalline:8, Nitrocrystalline Tungsten Ore
hbm:item.ore_nitrocrystalline:9, Nitrocrystalline Gold Ore
hbm:item.ore_nitrocrystalline:10, Nitrocrystalline Bismuth Ore
hbm:item.ore_nitrocrystalline:11, Nitrocrystalline Cadmium Ore
hbm:item.ore_nitrocrystalline:12, Nitrocrystalline Uranium Ore
hbm:item.ore_nitrocrystalline:13, Nitrocrystalline Thorium Ore
hbm:item.ore_nitrocrystalline:14, Nitrocrystalline Chlorocalcite Ore
hbm:item.ore_nitrocrystalline:15, Nitrocrystalline Fluorite Ore
hbm:item.ore_nitrocrystalline:16, Nitrocrystalline Hematite Ore
hbm:item.ore_nitrocrystalline:17, Nitrocrystalline Malachite Ore
hbm:item.ore_nitrocrystalline:18, Nitrocrystalline Neodymium Ore
hbm:item.ore_deepcleaned:0, Deep Cleaned Iron Ore
hbm:item.ore_deepcleaned:1, Deep Cleaned Copper Ore
hbm:item.ore_deepcleaned:2, Deep Cleaned Borax Ore
hbm:item.ore_deepcleaned:3, Deep Cleaned Asbestos Ore
hbm:item.ore_deepcleaned:4, Deep Cleaned Niobium Ore
hbm:item.ore_deepcleaned:5, Deep Cleaned Nickel Ore
hbm:item.ore_deepcleaned:6, Deep Cleaned Zinc Ore
hbm:item.ore_deepcleaned:7, Deep Cleaned Titanium Ore
hbm:item.ore_deepcleaned:8, Deep Cleaned Tungsten Ore
hbm:item.ore_deepcleaned:9, Deep Cleaned Gold Ore
hbm:item.ore_deepcleaned:10, Deep Cleaned Bismuth Ore
hbm:item.ore_deepcleaned:11, Deep Cleaned Cadmium Ore
hbm:item.ore_deepcleaned:12, Deep Cleaned Uranium Ore
hbm:item.ore_deepcleaned:13, Deep Cleaned Thorium Ore
hbm:item.ore_deepcleaned:14, Deep Cleaned Chlorocalcite Ore
hbm:item.ore_deepcleaned:15, Deep Cleaned Fluorite Ore
hbm:item.ore_deepcleaned:16, Deep Cleaned Hematite Ore
hbm:item.ore_deepcleaned:17, Deep Cleaned Malachite Ore
hbm:item.ore_deepcleaned:18, Deep Cleaned Neodymium Ore
hbm:item.ore_seared:0, Seared Iron Ore
hbm:item.ore_seared:1, Seared Copper Ore
hbm:item.ore_seared:2, Seared Borax Ore
hbm:item.ore_seared:3, Seared Asbestos Ore
hbm:item.ore_seared:4, Seared Niobium Ore
hbm:item.ore_seared:5, Seared Nickel Ore
hbm:item.ore_seared:6, Seared Zinc Ore
hbm:item.ore_seared:7, Seared Titanium Ore
hbm:item.ore_seared:8, Seared Tungsten Ore
hbm:item.ore_seared:9, Seared Gold Ore
hbm:item.ore_seared:10, Seared Bismuth Ore
hbm:item.ore_seared:11, Seared Cadmium Ore
hbm:item.ore_seared:12, Seared Uranium Ore
hbm:item.ore_seared:13, Seared Thorium Ore
hbm:item.ore_seared:14, Seared Chlorocalcite Ore
hbm:item.ore_seared:15, Seared Fluorite Ore
hbm:item.ore_seared:16, Seared Hematite Ore
hbm:item.ore_seared:17, Seared Malachite Ore
hbm:item.ore_seared:18, Seared Neodymium Ore
hbm:item.ore_enriched:0, Enriched Iron Ore
hbm:item.ore_enriched:1, Enriched Copper Ore
hbm:item.ore_enriched:2, Enriched Borax Ore
hbm:item.ore_enriched:3, Enriched Asbestos Ore
hbm:item.ore_enriched:4, Enriched Niobium Ore
hbm:item.ore_enriched:5, Enriched Nickel Ore
hbm:item.ore_enriched:6, Enriched Zinc Ore
hbm:item.ore_enriched:7, Enriched Titanium Ore
hbm:item.ore_enriched:8, Enriched Tungsten Ore
hbm:item.ore_enriched:9, Enriched Gold Ore
hbm:item.ore_enriched:10, Enriched Bismuth Ore
hbm:item.ore_enriched:11, Enriched Cadmium Ore
hbm:item.ore_enriched:12, Enriched Uranium Ore
hbm:item.ore_enriched:13, Enriched Thorium Ore
hbm:item.ore_enriched:14, Enriched Chlorocalcite Ore
hbm:item.ore_enriched:15, Enriched Fluorite Ore
hbm:item.ore_enriched:16, Enriched Hematite Ore
hbm:item.ore_enriched:17, Enriched Malachite Ore
hbm:item.ore_enriched:18, Enriched Neodymium Ore
hbm:item.ore_byproduct:0, Crystalline Iron Fragment
hbm:item.ore_byproduct:1, Crystalline Copper Fragment
hbm:item.ore_byproduct:2, Crystalline Lithium Fragment
hbm:item.ore_byproduct:3, Crystalline Silicon Fragment
hbm:item.ore_byproduct:4, Crystalline Lead Fragment
hbm:item.ore_byproduct:5, Crystalline Titanium Fragment
hbm:item.ore_byproduct:6, Crystalline Aluminium Fragment
hbm:item.ore_byproduct:7, Crystalline Sulfur Fragment
hbm:item.ore_byproduct:8, Crystalline Calcium Fragment
hbm:item.ore_byproduct:9, Crystalline Bismuth Fragment
hbm:item.ore_byproduct:10, Crystalline Arsenic Fragment
hbm:item.ore_byproduct:11, Crystalline Radium Fragment
hbm:item.ore_byproduct:12, Crystalline Technetium Fragment
hbm:item.ore_byproduct:13, Crystalline Polonium Fragment
hbm:item.ore_byproduct:14, Crystalline Uranium Fragment
hbm:item.ore_byproduct:15, item.ore_byproduct.b_strontium.name
hbm:item.bedrock_ore_base:0, Raw Bedrock Ore
hbm:item.bedrock_ore_base:15, Raw Bedrock Ore
hbm:item.bedrock_ore_base:21, Raw Bedrock Ore
hbm:item.bedrock_ore_base:16, Raw Bedrock Ore
hbm:item.bedrock_ore_base:20, Raw Bedrock Ore
hbm:item.bedrock_ore_base:19, Raw Bedrock Ore
hbm:item.bedrock_ore_base:18, Raw Bedrock Ore
hbm:item.bedrock_ore_base:17, Raw Bedrock Ore
hbm:item.bedrock_ore_base:22, Raw Bedrock Ore
hbm:item.bedrock_ore:0, Light Metal Bedrock Ore (Earth)
hbm:item.bedrock_ore:1, Heavy Metal Bedrock Ore (Earth)
hbm:item.bedrock_ore:2, Non-Metal Bedrock Ore (Earth)
hbm:item.bedrock_ore:3, Crystalline Bedrock Ore (Earth)
hbm:item.bedrock_ore:4, Light Metal Bedrock Ore (Mun)
hbm:item.bedrock_ore:5, Heavy Metal Bedrock Ore (Mun)
hbm:item.bedrock_ore:6, Rare Earth Bedrock Ore (Mun)
hbm:item.bedrock_ore:7, Non-Metal Bedrock Ore (Mun)
hbm:item.bedrock_ore:8, Crystalline Bedrock Ore (Mun)
hbm:item.bedrock_ore:9, Light Metal Bedrock Ore (Minmus)
hbm:item.bedrock_ore:10, Heavy Metal Bedrock Ore (Minmus)
hbm:item.bedrock_ore:11, Rare Earth Bedrock Ore (Minmus)
hbm:item.bedrock_ore:12, Non-Metal Bedrock Ore (Minmus)
hbm:item.bedrock_ore:13, Crystalline Bedrock Ore (Minmus)
hbm:item.bedrock_ore:14, Light Metal Bedrock Ore (Duna)
hbm:item.bedrock_ore:15, Heavy Metal Bedrock Ore (Duna)
hbm:item.bedrock_ore:16, Rare Earth Bedrock Ore (Duna)
hbm:item.bedrock_ore:17, Actinide Bedrock Ore (Duna)
hbm:item.bedrock_ore:18, Non-Metal Bedrock Ore (Duna)
hbm:item.bedrock_ore:19, Crystalline Bedrock Ore (Duna)
hbm:item.bedrock_ore:20, Light Metal Bedrock Ore (Moho)
hbm:item.bedrock_ore:21, Heavy Metal Bedrock Ore (Moho)
hbm:item.bedrock_ore:22, Rare Earth Bedrock Ore (Moho)
hbm:item.bedrock_ore:23, Actinide Bedrock Ore (Moho)
hbm:item.bedrock_ore:24, Non-Metal Bedrock Ore (Moho)
hbm:item.bedrock_ore:25, Crystalline Bedrock Ore (Moho)
hbm:item.bedrock_ore:26, Light Metal Bedrock Ore (Dres)
hbm:item.bedrock_ore:27, Heavy Metal Bedrock Ore (Dres)
hbm:item.bedrock_ore:28, Rare Earth Bedrock Ore (Dres)
hbm:item.bedrock_ore:29, Actinide Bedrock Ore (Dres)
hbm:item.bedrock_ore:30, Non-Metal Bedrock Ore (Dres)
hbm:item.bedrock_ore:31, Crystalline Bedrock Ore (Dres)
hbm:item.bedrock_ore:32, Light Metal Bedrock Ore (Eve)
hbm:item.bedrock_ore:33, Heavy Metal Bedrock Ore (Eve)
hbm:item.bedrock_ore:34, Rare Earth Bedrock Ore (Eve)
